id,exam_score
630429,85.8
630430,58.3
630431,65.4
630432,57.0
630433,69.9
630434,68.1
630435,35.7
630436,55.5
630437,74.5
630438,42.8
630439,50.5
630440,76.4
630441,55.4
630442,51.0
630443,60.0
630444,67.5
630445,77.9
630446,65.5
630447,78.9
630448,78.0
630449,38.5
630450,92.3
630451,69.6
630452,51.9
630453,54.6
630454,54.5
630455,80.7
630456,43.9
630457,68.0
630458,45.5
630459,68.0
630460,41.3
630461,53.1
630462,43.4
630463,54.2
630464,45.0
630465,49.1
630466,58.1
630467,51.3
630468,67.5
630469,74.2
630470,41.5
630471,52.7
630472,83.0
630473,92.5
630474,63.5
630475,71.6
630476,73.9
630477,44.5
630478,72.4
630479,76.5
630480,51.6
630481,54.5
630482,63.5
630483,40.5
630484,61.1
630485,59.6
630486,85.0
630487,67.9
630488,48.2
630489,60.6
630490,71.2
630491,93.0
630492,87.8
630493,49.4
630494,43.7
630495,43.0
630496,37.9
630497,41.7
630498,90.2
630499,67.3
630500,65.0
630501,88.2
630502,83.0
630503,18.7
630504,38.9
630505,70.1
630506,57.1
630507,65.1
630508,59.1
630509,99.0
630510,40.6
630511,35.0
630512,92.0
630513,85.0
630514,54.6
630515,64.8
630516,62.6
630517,56.5
630518,52.7
630519,52.6
630520,51.8
630521,68.9
630522,77.9
630523,78.4
630524,79.3
630525,61.7
630526,40.9
630527,45.9
630528,68.0
630529,86.2
630530,47.1
630531,52.5
630532,65.6
630533,38.9
630534,72.3
630535,52.8
630536,66.7
630537,73.4
630538,45.7
630539,55.4
630540,56.8
630541,74.3
630542,82.1
630543,74.7
630544,76.5
630545,70.0
630546,76.9
630547,70.6
630548,62.7
630549,60.2
630550,37.8
630551,50.0
630552,54.2
630553,74.2
630554,63.3
630555,69.5
630556,29.9
630557,28.3
630558,40.3
630559,55.9
630560,61.1
630561,77.7
630562,45.7
630563,61.5
630564,64.0
630565,80.8
630566,41.0
630567,55.2
630568,55.1
630569,53.9
630570,83.9
630571,65.3
630572,52.4
630573,56.9
630574,76.2
630575,90.0
630576,73.8
630577,59.7
630578,65.0
630579,62.1
630580,68.9
630581,58.2
630582,51.9
630583,46.4
630584,35.5
630585,58.1
630586,55.4
630587,77.3
630588,70.1
630589,38.5
630590,55.4
630591,72.1
630592,57.6
630593,47.1
630594,73.6
630595,45.8
630596,83.8
630597,52.5
630598,82.0
630599,54.1
630600,62.1
630601,34.0
630602,62.7
630603,46.5
630604,64.3
630605,70.7
630606,96.3
630607,82.9
630608,24.3
630609,41.6
630610,67.0
630611,43.3
630612,73.2
630613,53.1
630614,67.5
630615,68.5
630616,62.0
630617,62.1
630618,39.2
630619,92.7
630620,72.0
630621,56.7
630622,65.5
630623,56.5
630624,62.8
630625,69.5
630626,58.1
630627,60.7
630628,89.4
630629,36.8
630630,43.1
630631,41.3
630632,73.7
630633,75.2
630634,71.1
630635,70.6
630636,57.0
630637,65.1
630638,41.0
630639,52.3
630640,73.3
630641,49.0
630642,42.4
630643,82.2
630644,49.4
630645,79.5
630646,60.3
630647,68.7
630648,76.5
630649,75.1
630650,75.3
630651,85.5
630652,60.3
630653,84.0
630654,71.3
630655,38.2
630656,53.2
630657,77.5
630658,46.4
630659,71.0
630660,35.3
630661,53.4
630662,60.0
630663,29.9
630664,80.0
630665,41.9
630666,66.4
630667,62.7
630668,65.5
630669,73.2
630670,83.5
630671,75.1
630672,70.5
630673,39.4
630674,49.7
630675,54.4
630676,67.8
630677,81.4
630678,74.4
630679,42.7
630680,80.8
630681,42.4
630682,70.7
630683,47.2
630684,42.5
630685,73.4
630686,81.8
630687,79.0
630688,35.8
630689,36.3
630690,91.8
630691,48.3
630692,42.5
630693,60.3
630694,50.9
630695,79.0
630696,51.7
630697,47.5
630698,64.7
630699,80.6
630700,84.0
630701,84.9
630702,77.8
630703,43.8
630704,83.0
630705,44.4
630706,80.5
630707,43.8
630708,51.1
630709,89.3
630710,85.0
630711,78.2
630712,35.1
630713,66.0
630714,53.9
630715,82.7
630716,72.3
630717,56.9
630718,81.6
630719,47.6
630720,87.9
630721,42.6
630722,80.5
630723,37.3
630724,38.7
630725,79.1
630726,52.3
630727,54.5
630728,50.5
630729,44.0
630730,69.9
630731,89.4
630732,40.4
630733,70.3
630734,95.8
630735,64.2
630736,81.1
630737,76.5
630738,89.5
630739,82.3
630740,37.8
630741,70.7
630742,75.5
630743,55.4
630744,76.4
630745,54.5
630746,76.1
630747,68.4
630748,37.3
630749,57.7
630750,75.7
630751,47.3
630752,62.5
630753,68.3
630754,39.4
630755,81.1
630756,69.3
630757,43.9
630758,70.5
630759,59.9
630760,79.5
630761,38.4
630762,35.1
630763,82.4
630764,68.9
630765,48.5
630766,59.0
630767,34.9
630768,96.0
630769,39.1
630770,64.7
630771,47.5
630772,32.2
630773,90.4
630774,57.4
630775,70.2
630776,64.1
630777,78.2
630778,79.9
630779,86.8
630780,63.0
630781,90.7
630782,76.1
630783,58.0
630784,81.2
630785,77.9
630786,75.4
630787,68.2
630788,79.6
630789,59.5
630790,37.1
630791,66.4
630792,60.6
630793,89.8
630794,48.3
630795,67.2
630796,53.3
630797,41.5
630798,65.3
630799,50.1
630800,37.7
630801,31.4
630802,35.2
630803,71.6
630804,91.3
630805,47.3
630806,39.6
630807,45.7
630808,45.6
630809,49.4
630810,27.3
630811,79.8
630812,55.7
630813,63.7
630814,49.0
630815,53.3
630816,76.0
630817,68.9
630818,83.2
630819,51.4
630820,75.3
630821,69.8
630822,51.0
630823,58.1
630824,34.9
630825,74.3
630826,85.2
630827,49.5
630828,28.5
630829,92.1
630830,44.0
630831,63.5
630832,74.3
630833,71.6
630834,78.3
630835,89.8
630836,40.9
630837,76.3
630838,53.0
630839,77.7
630840,64.8
630841,62.9
630842,48.4
630843,57.1
630844,51.9
630845,55.9
630846,58.4
630847,49.5
630848,41.0
630849,69.2
630850,83.4
630851,76.7
630852,86.8
630853,73.2
630854,77.4
630855,91.1
630856,73.0
630857,59.3
630858,84.8
630859,78.7
630860,76.0
630861,94.3
630862,81.0
630863,68.5
630864,87.9
630865,71.1
630866,63.2
630867,75.7
630868,74.9
630869,68.6
630870,54.0
630871,56.7
630872,49.6
630873,50.1
630874,35.9
630875,83.7
630876,38.1
630877,74.1
630878,48.4
630879,48.3
630880,63.7
630881,40.2
630882,67.4
630883,83.9
630884,50.9
630885,55.6
630886,50.2
630887,61.4
630888,65.5
630889,73.2
630890,94.5
630891,75.1
630892,22.5
630893,52.0
630894,76.0
630895,53.5
630896,74.1
630897,63.6
630898,27.3
630899,26.4
630900,34.8
630901,73.9
630902,36.3
630903,54.0
630904,74.8
630905,62.9
630906,41.8
630907,43.6
630908,34.9
630909,90.5
630910,54.9
630911,44.2
630912,46.8
630913,72.9
630914,98.0
630915,58.1
630916,26.0
630917,41.5
630918,53.9
630919,82.5
630920,88.4
630921,82.8
630922,69.0
630923,50.8
630924,87.4
630925,54.8
630926,54.3
630927,49.2
630928,76.0
630929,87.9
630930,95.1
630931,62.5
630932,80.3
630933,39.5
630934,77.9
630935,77.6
630936,61.9
630937,79.9
630938,47.5
630939,80.1
630940,84.5
630941,46.7
630942,46.4
630943,57.3
630944,34.9
630945,47.4
630946,43.2
630947,32.9
630948,36.3
630949,64.7
630950,74.8
630951,66.4
630952,73.0
630953,83.4
630954,55.1
630955,26.8
630956,68.6
630957,26.9
630958,72.7
630959,82.8
630960,51.9
630961,65.3
630962,56.7
630963,72.3
630964,75.5
630965,46.7
630966,40.2
630967,62.3
630968,50.9
630969,79.7
630970,77.7
630971,60.4
630972,93.2
630973,58.7
630974,48.0
630975,68.2
630976,42.8
630977,79.0
630978,34.6
630979,76.2
630980,82.9
630981,73.4
630982,66.9
630983,54.3
630984,60.3
630985,63.0
630986,58.1
630987,68.8
630988,67.0
630989,61.4
630990,39.4
630991,83.6
630992,30.8
630993,42.0
630994,61.0
630995,80.8
630996,27.1
630997,81.3
630998,75.7
630999,81.7
631000,59.8
631001,63.2
631002,65.3
631003,56.7
631004,74.1
631005,55.9
631006,92.4
631007,48.9
631008,51.5
631009,84.6
631010,79.3
631011,47.5
631012,76.8
631013,76.0
631014,50.5
631015,100.6
631016,50.9
631017,52.5
631018,60.6
631019,48.1
631020,49.5
631021,43.6
631022,50.6
631023,82.8
631024,46.8
631025,49.8
631026,63.5
631027,44.7
631028,46.7
631029,97.8
631030,80.3
631031,60.9
631032,38.2
631033,65.0
631034,66.3
631035,67.1
631036,50.6
631037,56.3
631038,61.5
631039,65.8
631040,78.6
631041,40.6
631042,48.2
631043,60.9
631044,75.6
631045,83.6
631046,64.5
631047,44.7
631048,65.1
631049,93.5
631050,82.3
631051,73.1
631052,46.1
631053,57.6
631054,43.2
631055,82.5
631056,36.7
631057,66.3
631058,82.6
631059,62.4
631060,41.7
631061,79.3
631062,65.5
631063,92.5
631064,66.0
631065,80.7
631066,67.4
631067,38.4
631068,72.5
631069,32.5
631070,49.6
631071,37.9
631072,59.7
631073,80.2
631074,29.3
631075,45.7
631076,81.4
631077,72.8
631078,80.5
631079,64.6
631080,59.6
631081,42.2
631082,72.6
631083,63.2
631084,65.3
631085,91.7
631086,49.5
631087,74.4
631088,45.7
631089,37.2
631090,69.1
631091,39.7
631092,48.5
631093,57.1
631094,54.6
631095,84.1
631096,45.5
631097,67.0
631098,31.5
631099,59.0
631100,60.6
631101,36.2
631102,53.3
631103,75.3
631104,54.7
631105,61.7
631106,51.1
631107,40.3
631108,46.9
631109,78.6
631110,61.7
631111,50.5
631112,78.2
631113,97.2
631114,45.0
631115,56.1
631116,90.7
631117,35.7
631118,57.8
631119,67.6
631120,61.9
631121,39.9
631122,95.5
631123,79.0
631124,36.3
631125,37.9
631126,48.4
631127,61.6
631128,41.7
631129,63.4
631130,46.2
631131,66.4
631132,84.2
631133,55.4
631134,21.7
631135,67.8
631136,78.6
631137,65.7
631138,48.7
631139,74.7
631140,52.7
631141,69.0
631142,69.6
631143,45.4
631144,74.2
631145,92.5
631146,70.6
631147,44.9
631148,80.1
631149,38.9
631150,46.9
631151,58.3
631152,66.0
631153,39.7
631154,73.0
631155,76.2
631156,68.6
631157,83.8
631158,35.9
631159,66.6
631160,68.3
631161,55.0
631162,60.3
631163,62.4
631164,60.1
631165,85.6
631166,35.2
631167,45.8
631168,76.2
631169,89.0
631170,59.1
631171,82.6
631172,70.4
631173,69.3
631174,36.7
631175,80.0
631176,62.5
631177,56.8
631178,78.4
631179,73.7
631180,52.0
631181,54.5
631182,83.6
631183,52.4
631184,47.6
631185,62.2
631186,65.2
631187,55.0
631188,73.7
631189,71.0
631190,88.9
631191,43.7
631192,83.7
631193,41.1
631194,43.1
631195,58.9
631196,59.5
631197,79.7
631198,82.9
631199,32.3
631200,49.3
631201,60.5
631202,42.5
631203,39.5
631204,66.5
631205,66.7
631206,96.4
631207,33.7
631208,51.0
631209,73.7
631210,87.4
631211,33.9
631212,74.7
631213,67.8
631214,70.7
631215,63.7
631216,56.1
631217,80.9
631218,83.7
631219,79.4
631220,39.4
631221,53.3
631222,35.1
631223,61.5
631224,42.4
631225,78.3
631226,43.1
631227,45.7
631228,52.3
631229,64.5
631230,34.1
631231,24.5
631232,74.9
631233,49.1
631234,69.9
631235,56.2
631236,63.0
631237,35.3
631238,30.3
631239,40.3
631240,48.4
631241,34.0
631242,72.5
631243,78.6
631244,58.9
631245,45.6
631246,67.7
631247,63.7
631248,37.9
631249,61.2
631250,74.9
631251,56.6
631252,65.8
631253,63.1
631254,57.7
631255,47.1
631256,67.7
631257,71.0
631258,46.3
631259,84.1
631260,42.4
631261,44.7
631262,83.9
631263,87.3
631264,41.9
631265,51.4
631266,34.5
631267,53.4
631268,71.8
631269,57.7
631270,58.6
631271,85.3
631272,32.5
631273,80.0
631274,30.9
631275,53.7
631276,84.3
631277,70.6
631278,69.8
631279,42.3
631280,54.5
631281,49.7
631282,68.6
631283,69.1
631284,61.9
631285,46.5
631286,32.2
631287,85.6
631288,94.9
631289,86.9
631290,81.5
631291,56.9
631292,75.1
631293,74.9
631294,60.1
631295,54.6
631296,63.5
631297,43.9
631298,76.8
631299,42.1
631300,51.5
631301,61.2
631302,59.9
631303,52.6
631304,51.8
631305,71.2
631306,51.3
631307,47.4
631308,31.4
631309,39.6
631310,55.1
631311,70.6
631312,72.1
631313,29.6
631314,18.4
631315,45.4
631316,65.0
631317,57.7
631318,86.4
631319,72.2
631320,69.3
631321,66.3
631322,68.9
631323,53.7
631324,57.9
631325,60.8
631326,50.3
631327,76.1
631328,81.5
631329,51.5
631330,61.9
631331,31.9
631332,47.5
631333,54.4
631334,69.0
631335,67.6
631336,73.3
631337,89.5
631338,87.4
631339,84.9
631340,69.6
631341,57.1
631342,63.8
631343,99.7
631344,42.2
631345,81.0
631346,63.4
631347,74.4
631348,37.4
631349,46.1
631350,82.3
631351,56.0
631352,88.8
631353,50.3
631354,73.4
631355,68.6
631356,78.7
631357,43.4
631358,54.5
631359,40.4
631360,90.0
631361,22.8
631362,87.0
631363,71.7
631364,54.1
631365,41.0
631366,63.7
631367,50.9
631368,76.4
631369,93.6
631370,57.1
631371,45.5
631372,58.5
631373,53.4
631374,44.3
631375,52.1
631376,63.9
631377,46.3
631378,78.7
631379,75.0
631380,49.4
631381,46.2
631382,68.2
631383,60.2
631384,52.4
631385,45.8
631386,43.0
631387,53.1
631388,64.1
631389,54.8
631390,48.2
631391,54.5
631392,62.3
631393,93.8
631394,39.7
631395,51.5
631396,68.1
631397,87.0
631398,53.6
631399,69.4
631400,43.7
631401,72.0
631402,53.0
631403,71.8
631404,47.0
631405,56.5
631406,64.5
631407,39.1
631408,55.2
631409,46.5
631410,63.9
631411,40.9
631412,68.7
631413,41.5
631414,50.8
631415,49.9
631416,62.7
631417,67.4
631418,51.9
631419,44.9
631420,54.2
631421,82.7
631422,81.4
631423,50.5
631424,79.4
631425,56.2
631426,68.1
631427,81.8
631428,57.7
631429,39.5
631430,60.5
631431,32.8
631432,58.6
631433,87.4
631434,59.2
631435,43.3
631436,72.6
631437,27.8
631438,72.2
631439,43.0
631440,59.6
631441,65.0
631442,63.5
631443,67.0
631444,55.8
631445,59.2
631446,99.5
631447,21.8
631448,48.2
631449,75.3
631450,54.8
631451,47.9
631452,66.3
631453,60.9
631454,55.8
631455,86.2
631456,73.4
631457,52.7
631458,68.0
631459,71.6
631460,45.7
631461,67.0
631462,60.5
631463,42.1
631464,67.5
631465,83.1
631466,60.6
631467,69.2
631468,81.5
631469,60.5
631470,56.2
631471,71.0
631472,75.4
631473,69.5
631474,91.6
631475,60.3
631476,96.5
631477,77.3
631478,44.5
631479,37.9
631480,77.2
631481,50.8
631482,60.9
631483,68.6
631484,46.0
631485,39.0
631486,56.4
631487,59.2
631488,47.4
631489,36.0
631490,68.3
631491,67.3
631492,48.8
631493,77.0
631494,58.6
631495,73.3
631496,45.4
631497,51.2
631498,76.5
631499,42.9
631500,62.3
631501,95.0
631502,49.2
631503,92.6
631504,52.9
631505,76.3
631506,75.7
631507,97.1
631508,68.5
631509,81.5
631510,56.6
631511,76.6
631512,44.5
631513,36.1
631514,69.2
631515,33.9
631516,57.2
631517,89.5
631518,90.8
631519,39.5
631520,55.4
631521,63.0
631522,58.3
631523,43.4
631524,46.1
631525,46.7
631526,53.7
631527,82.8
631528,100.0
631529,66.4
631530,44.1
631531,27.3
631532,95.8
631533,78.0
631534,74.7
631535,72.8
631536,97.2
631537,62.9
631538,64.4
631539,57.5
631540,62.8
631541,40.1
631542,61.7
631543,30.8
631544,48.7
631545,60.5
631546,64.5
631547,88.5
631548,47.7
631549,86.7
631550,44.0
631551,79.0
631552,90.5
631553,87.5
631554,54.1
631555,85.4
631556,85.9
631557,84.1
631558,39.5
631559,59.0
631560,75.7
631561,77.6
631562,94.5
631563,59.7
631564,84.6
631565,65.6
631566,73.6
631567,51.2
631568,40.4
631569,38.5
631570,66.4
631571,74.5
631572,40.4
631573,73.4
631574,45.6
631575,66.9
631576,78.0
631577,79.6
631578,38.6
631579,54.2
631580,60.6
631581,89.5
631582,54.9
631583,56.3
631584,74.6
631585,65.0
631586,77.1
631587,94.6
631588,73.8
631589,43.2
631590,55.1
631591,46.7
631592,80.4
631593,52.2
631594,44.9
631595,80.8
631596,45.1
631597,72.0
631598,66.6
631599,64.1
631600,78.8
631601,65.3
631602,86.7
631603,71.3
631604,23.5
631605,51.3
631606,55.8
631607,54.1
631608,45.7
631609,29.5
631610,76.9
631611,69.9
631612,68.2
631613,75.6
631614,80.6
631615,84.1
631616,48.2
631617,56.1
631618,89.3
631619,54.9
631620,36.1
631621,72.1
631622,43.5
631623,80.3
631624,48.9
631625,34.3
631626,80.0
631627,86.3
631628,72.9
631629,73.5
631630,58.9
631631,57.8
631632,56.2
631633,71.8
631634,28.4
631635,52.2
631636,68.2
631637,59.7
631638,58.9
631639,49.1
631640,62.9
631641,77.0
631642,43.9
631643,71.0
631644,63.0
631645,41.3
631646,75.4
631647,54.2
631648,74.2
631649,41.9
631650,37.1
631651,75.4
631652,82.6
631653,66.6
631654,28.8
631655,49.3
631656,76.9
631657,44.8
631658,61.3
631659,62.9
631660,84.0
631661,54.2
631662,35.4
631663,42.6
631664,63.1
631665,57.5
631666,83.0
631667,44.3
631668,29.4
631669,73.4
631670,75.3
631671,77.4
631672,73.5
631673,88.9
631674,36.0
631675,47.3
631676,83.9
631677,84.7
631678,54.0
631679,77.6
631680,75.6
631681,71.6
631682,49.1
631683,52.3
631684,81.2
631685,39.9
631686,55.1
631687,80.4
631688,72.9
631689,58.8
631690,88.3
631691,92.0
631692,81.2
631693,43.9
631694,68.2
631695,58.9
631696,49.0
631697,80.3
631698,72.5
631699,64.2
631700,75.5
631701,48.9
631702,65.3
631703,51.5
631704,63.1
631705,89.4
631706,82.5
631707,33.4
631708,60.6
631709,44.1
631710,79.2
631711,58.5
631712,51.9
631713,52.7
631714,68.8
631715,85.8
631716,63.3
631717,38.5
631718,23.4
631719,72.6
631720,32.9
631721,83.9
631722,85.5
631723,68.4
631724,83.3
631725,48.5
631726,73.5
631727,48.0
631728,48.7
631729,63.0
631730,52.1
631731,82.3
631732,61.7
631733,59.0
631734,68.4
631735,37.3
631736,76.3
631737,61.6
631738,36.7
631739,64.4
631740,39.2
631741,71.1
631742,44.3
631743,59.8
631744,55.1
631745,49.2
631746,48.4
631747,77.8
631748,50.8
631749,83.1
631750,90.6
631751,78.6
631752,69.2
631753,70.6
631754,64.3
631755,34.2
631756,48.0
631757,50.4
631758,32.1
631759,43.5
631760,69.4
631761,68.2
631762,99.4
631763,33.3
631764,45.1
631765,75.7
631766,57.5
631767,40.1
631768,78.5
631769,70.2
631770,29.4
631771,63.8
631772,57.2
631773,70.8
631774,43.0
631775,38.0
631776,74.4
631777,84.1
631778,46.0
631779,58.9
631780,56.5
631781,68.8
631782,89.1
631783,75.7
631784,80.4
631785,70.6
631786,72.5
631787,96.5
631788,53.0
631789,64.1
631790,95.5
631791,86.3
631792,62.4
631793,70.2
631794,59.3
631795,74.2
631796,83.3
631797,43.5
631798,40.8
631799,41.6
631800,93.2
631801,83.9
631802,51.4
631803,76.0
631804,50.2
631805,56.9
631806,69.3
631807,62.5
631808,46.9
631809,44.3
631810,62.6
631811,59.1
631812,81.4
631813,60.5
631814,80.0
631815,44.0
631816,48.6
631817,91.9
631818,100.7
631819,68.7
631820,31.9
631821,63.6
631822,76.2
631823,60.6
631824,63.9
631825,76.0
631826,73.1
631827,92.2
631828,77.6
631829,63.4
631830,44.6
631831,46.5
631832,32.9
631833,46.3
631834,56.3
631835,45.1
631836,54.4
631837,53.1
631838,78.5
631839,68.4
631840,74.4
631841,64.9
631842,70.2
631843,71.7
631844,80.1
631845,84.2
631846,78.5
631847,72.5
631848,61.6
631849,78.7
631850,51.4
631851,49.4
631852,29.0
631853,95.2
631854,43.3
631855,76.5
631856,61.6
631857,64.6
631858,54.3
631859,94.0
631860,49.7
631861,59.9
631862,41.7
631863,38.9
631864,73.6
631865,73.7
631866,63.1
631867,64.0
631868,76.3
631869,44.8
631870,84.7
631871,42.6
631872,67.6
631873,62.2
631874,28.7
631875,64.3
631876,55.9
631877,47.4
631878,39.0
631879,75.9
631880,37.2
631881,39.7
631882,67.0
631883,69.1
631884,51.5
631885,55.3
631886,55.0
631887,72.2
631888,60.6
631889,60.1
631890,53.5
631891,43.3
631892,76.9
631893,53.6
631894,67.6
631895,68.7
631896,60.8
631897,67.0
631898,45.4
631899,29.9
631900,44.4
631901,45.7
631902,53.7
631903,62.9
631904,49.4
631905,87.9
631906,64.6
631907,70.5
631908,75.2
631909,47.7
631910,59.2
631911,83.6
631912,65.7
631913,67.6
631914,67.6
631915,71.7
631916,75.4
631917,45.0
631918,62.3
631919,62.6
631920,46.7
631921,49.0
631922,95.5
631923,54.0
631924,82.7
631925,82.9
631926,101.6
631927,59.3
631928,45.9
631929,45.2
631930,42.8
631931,50.3
631932,45.2
631933,45.8
631934,78.0
631935,44.8
631936,45.3
631937,59.3
631938,87.3
631939,57.0
631940,79.5
631941,64.8
631942,45.4
631943,81.3
631944,81.4
631945,71.3
631946,79.1
631947,52.9
631948,71.2
631949,32.5
631950,55.1
631951,63.0
631952,58.1
631953,67.4
631954,81.0
631955,49.6
631956,68.7
631957,75.7
631958,84.6
631959,37.2
631960,49.1
631961,84.3
631962,81.5
631963,80.0
631964,42.1
631965,34.3
631966,51.3
631967,52.4
631968,82.9
631969,60.2
631970,62.3
631971,47.7
631972,64.8
631973,70.7
631974,49.1
631975,74.2
631976,48.7
631977,75.7
631978,64.6
631979,83.3
631980,72.2
631981,67.2
631982,84.4
631983,46.8
631984,52.2
631985,67.7
631986,33.0
631987,68.1
631988,59.9
631989,54.3
631990,94.1
631991,75.8
631992,81.6
631993,40.7
631994,76.0
631995,46.9
631996,70.8
631997,72.5
