id,exam_score
630220,70.1
630221,70.9
630222,35.2
630223,54.0
630224,72.1
630225,71.1
630226,50.8
630227,84.3
630228,36.7
630229,59.4
630230,62.1
630231,56.5
630232,85.4
630233,39.6
630234,78.1
630235,46.4
630236,58.1
630237,93.6
630238,50.8
630239,45.6
630240,56.5
630241,42.6
630242,75.0
630243,63.5
630244,62.4
630245,93.4
630246,42.7
630247,60.3
630248,82.7
630249,32.0
630250,38.0
630251,45.1
630252,70.0
630253,66.2
630254,57.7
630255,78.1
630256,68.4
630257,65.4
630258,76.9
630259,70.4
630260,58.5
630261,70.5
630262,35.0
630263,31.4
630264,67.2
630265,71.8
630266,82.2
630267,85.5
630268,90.4
630269,60.3
630270,32.7
630271,72.3
630272,35.9
630273,60.1
630274,50.2
630275,42.7
630276,41.9
630277,84.1
630278,61.0
630279,51.7
630280,81.1
630281,66.6
630282,38.4
630283,38.6
630284,54.0
630285,50.5
630286,51.0
630287,69.7
630288,76.9
630289,40.1
630290,73.8
630291,33.8
630292,50.8
630293,78.9
630294,86.8
630295,31.6
630296,62.3
630297,55.5
630298,48.0
630299,37.8
630300,61.6
630301,89.2
630302,45.2
630303,90.4
630304,71.2
630305,85.5
630306,84.9
630307,56.7
630308,54.1
630309,79.1
630310,51.6
630311,53.9
630312,44.9
630313,92.0
630314,64.5
630315,95.2
630316,28.9
630317,72.8
630318,90.6
630319,55.0
630320,67.5
630321,35.5
630322,68.2
630323,65.6
630324,59.2
630325,74.0
630326,73.9
630327,72.1
630328,71.6
630329,75.1
630330,45.2
630331,65.4
630332,59.0
630333,42.8
630334,56.5
630335,50.2
630336,41.1
630337,51.5
630338,45.1
630339,89.0
630340,33.0
630341,61.3
630342,83.0
630343,63.3
630344,87.8
630345,22.2
630346,44.9
630347,72.6
630348,75.3
630349,69.6
630350,66.2
630351,52.2
630352,78.0
630353,74.0
630354,50.8
630355,41.1
630356,65.5
630357,62.6
630358,62.8
630359,56.0
630360,74.4
630361,43.4
630362,74.8
630363,86.9
630364,69.6
630365,67.0
630366,65.6
630367,76.1
630368,50.4
630369,68.9
630370,56.3
630371,59.6
630372,59.2
630373,52.2
630374,83.8
630375,39.0
630376,47.1
630377,75.9
630378,54.6
630379,56.0
630380,64.2
630381,48.7
630382,85.9
630383,27.2
630384,70.6
630385,79.7
630386,88.9
630387,88.4
630388,41.3
630389,62.9
630390,74.0
630391,77.9
630392,38.6
630393,51.8
630394,62.7
630395,40.7
630396,50.7
630397,83.2
630398,71.9
630399,58.9
630400,67.2
630401,49.5
630402,31.1
630403,44.1
630404,81.1
630405,39.2
630406,69.2
630407,75.0
630408,82.6
630409,53.9
630410,61.0
630411,74.2
630412,82.8
630413,79.2
630414,43.8
630415,56.3
630416,73.1
630417,55.0
630418,61.4
630419,45.5
630420,63.1
630421,81.5
630422,51.6
630423,29.0
630424,46.1
630425,52.4
630426,64.0
630427,60.9
630428,84.6
630429,83.5
630430,58.5
630431,62.9
630432,57.0
630433,70.0
630434,68.7
630435,35.3
630436,55.9
630437,73.8
630438,40.3
630439,50.9
630440,74.6
630441,54.8
630442,51.2
630443,60.4
630444,66.3
630445,76.2
630446,66.0
630447,78.9
630448,74.5
630449,38.3
630450,93.1
630451,69.8
630452,50.8
630453,54.7
630454,53.7
630455,78.6
630456,43.0
630457,67.4
630458,43.0
630459,67.0
630460,40.4
630461,53.8
630462,44.8
630463,53.6
630464,45.3
630465,46.4
630466,57.9
630467,49.9
630468,67.3
630469,73.2
630470,40.1
630471,52.5
630472,84.7
630473,92.2
630474,64.8
630475,71.2
630476,75.5
630477,42.5
630478,71.3
630479,75.4
630480,50.0
630481,53.7
630482,65.2
630483,36.3
630484,60.9
630485,58.6
630486,84.0
630487,67.8
630488,47.8
630489,59.9
630490,70.0
630491,92.6
630492,84.5
630493,49.7
630494,41.6
630495,44.3
630496,38.3
630497,40.5
630498,92.4
630499,68.1
630500,63.2
630501,92.0
630502,81.0
630503,22.1
630504,38.2
630505,70.0
630506,55.8
630507,67.4
630508,58.8
630509,97.6
630510,36.1
630511,37.0
630512,90.5
630513,86.7
630514,52.6
630515,65.9
630516,62.2
630517,57.2
630518,53.6
630519,51.0
630520,50.8
630521,71.2
630522,77.6
630523,77.6
630524,81.3
630525,62.2
630526,39.2
630527,45.6
630528,69.1
630529,86.4
630530,49.0
630531,51.7
630532,65.9
630533,40.6
630534,74.0
630535,51.5
630536,68.2
630537,74.3
630538,45.5
630539,55.4
630540,57.8
630541,73.7
630542,82.8
630543,75.6
630544,75.2
630545,68.6
630546,76.4
630547,70.7
630548,64.7
630549,59.9
630550,38.5
630551,48.7
630552,51.4
630553,76.3
630554,64.5
630555,68.5
630556,31.5
630557,28.5
630558,41.6
630559,55.1
630560,59.2
630561,79.2
630562,44.6
630563,59.9
630564,63.3
630565,82.5
630566,41.9
630567,53.9
630568,54.7
630569,51.1
630570,84.6
630571,69.3
630572,49.8
630573,55.4
630574,75.9
630575,93.1
630576,73.3
630577,60.1
630578,65.4
630579,64.2
630580,68.1
630581,57.9
630582,51.8
630583,47.6
630584,36.1
630585,58.5
630586,56.9
630587,79.2
630588,71.0
630589,40.7
630590,55.7
630591,71.5
630592,57.1
630593,43.9
630594,74.0
630595,44.2
630596,81.1
630597,53.9
630598,80.5
630599,54.7
630600,59.4
630601,32.4
630602,63.1
630603,45.5
630604,65.4
630605,70.2
630606,95.3
630607,82.8
630608,24.8
630609,42.6
630610,66.8
630611,45.4
630612,71.8
630613,50.7
630614,66.8
630615,68.0
630616,64.6
630617,61.0
630618,37.0
630619,91.2
630620,71.2
630621,57.0
630622,67.1
630623,55.7
630624,62.8
630625,69.7
630626,58.1
630627,58.5
630628,89.7
630629,38.6
630630,42.5
630631,42.0
630632,75.1
630633,74.1
630634,70.6
630635,69.7
630636,55.5
630637,64.9
630638,42.3
630639,51.5
630640,71.1
630641,47.6
630642,42.3
630643,83.1
630644,46.3
630645,81.5
630646,60.2
630647,69.1
630648,77.3
630649,74.2
630650,73.2
630651,83.8
630652,62.8
630653,83.4
630654,69.2
630655,39.7
630656,52.3
630657,75.0
630658,46.0
630659,70.5
630660,31.7
630661,54.1
630662,58.8
630663,31.5
630664,80.8
630665,42.2
630666,65.9
630667,63.5
630668,64.6
630669,71.1
630670,84.7
630671,73.6
630672,69.3
630673,41.1
630674,49.1
630675,54.5
630676,67.4
630677,79.2
630678,75.4
630679,43.2
630680,82.0
630681,40.2
630682,70.5
630683,47.8
630684,46.0
630685,69.8
630686,79.7
630687,78.6
630688,38.2
630689,36.7
630690,93.4
630691,49.1
630692,45.0
630693,60.2
630694,52.5
630695,77.4
630696,51.7
630697,46.7
630698,65.7
630699,80.5
630700,84.3
630701,84.3
630702,78.2
630703,44.4
630704,84.7
630705,45.5
630706,79.2
630707,41.2
630708,50.5
630709,86.5
630710,86.1
630711,74.8
630712,33.9
630713,65.8
630714,56.7
630715,84.1
630716,72.2
630717,57.6
630718,80.1
630719,48.8
630720,86.9
630721,42.0
630722,79.6
630723,37.1
630724,39.4
630725,77.5
630726,53.5
630727,53.7
630728,49.5
630729,44.0
630730,67.6
630731,89.6
630732,41.7
630733,72.6
630734,92.5
630735,65.8
630736,79.9
630737,78.1
630738,91.0
630739,85.3
630740,37.9
630741,66.5
630742,75.8
630743,54.7
630744,77.6
630745,53.2
630746,75.5
630747,68.5
630748,32.0
630749,59.6
630750,74.2
630751,48.0
630752,63.2
630753,69.6
630754,38.9
630755,81.3
630756,66.9
630757,41.1
630758,65.7
630759,59.2
630760,76.6
630761,38.8
630762,32.9
630763,80.5
630764,68.8
630765,48.3
630766,55.2
630767,37.5
630768,96.3
630769,41.5
630770,65.8
630771,48.9
630772,32.7
630773,86.3
630774,55.9
630775,69.2
630776,64.9
630777,78.8
630778,80.1
630779,86.7
630780,64.6
630781,89.9
630782,76.5
630783,58.0
630784,78.9
630785,77.8
630786,76.4
630787,68.1
630788,78.2
630789,60.1
630790,39.9
630791,66.5
630792,61.1
630793,91.0
630794,47.7
630795,67.1
630796,54.8
630797,40.5
630798,64.2
630799,51.5
630800,38.2
630801,30.5
630802,35.6
630803,69.5
630804,91.1
630805,45.8
630806,39.5
630807,46.6
630808,44.4
630809,47.8
630810,28.9
630811,78.1
630812,55.7
630813,62.4
630814,47.3
630815,55.5
630816,77.2
630817,66.4
630818,83.1
630819,49.8
630820,75.1
630821,70.8
630822,52.5
630823,58.5
630824,35.7
630825,74.0
630826,85.2
630827,49.9
630828,27.9
630829,89.4
630830,48.2
630831,64.8
630832,74.2
630833,68.8
630834,80.2
630835,87.8
630836,40.0
630837,75.1
630838,53.8
630839,77.6
630840,63.9
630841,66.7
630842,47.8
630843,55.9
630844,50.9
630845,52.3
630846,57.5
630847,50.4
630848,40.7
630849,68.8
630850,84.1
630851,77.3
630852,88.4
630853,73.0
630854,73.8
630855,88.6
630856,76.0
630857,61.0
630858,83.8
630859,79.5
630860,77.2
630861,94.7
630862,79.9
630863,68.5
630864,86.9
630865,71.4
630866,59.4
630867,75.7
630868,73.7
630869,69.0
630870,55.4
630871,56.2
630872,49.9
630873,50.2
630874,37.6
630875,81.3
630876,38.8
630877,71.0
630878,48.7
630879,47.8
630880,61.5
630881,41.8
630882,67.7
630883,83.8
630884,50.5
630885,55.5
630886,50.2
630887,59.9
630888,65.8
630889,72.0
630890,94.7
630891,74.1
630892,22.9
630893,50.1
630894,75.8
630895,51.6
630896,72.8
630897,63.5
630898,28.3
630899,27.2
630900,34.2
630901,73.5
630902,35.2
630903,54.7
630904,72.2
630905,60.6
630906,39.6
630907,45.2
630908,36.1
630909,91.9
630910,54.8
630911,44.0
630912,46.4
630913,73.9
630914,95.1
630915,59.7
630916,30.3
630917,39.1
630918,55.0
630919,81.7
630920,87.1
630921,82.1
630922,66.8
630923,52.7
630924,86.2
630925,52.8
630926,54.4
630927,49.1
630928,75.3
630929,85.1
630930,95.1
630931,62.6
630932,79.1
630933,40.6
630934,74.1
630935,76.3
630936,60.5
630937,78.9
630938,47.7
630939,79.8
630940,83.4
630941,45.9
630942,46.4
630943,55.4
630944,33.8
630945,46.7
630946,42.7
630947,33.7
630948,38.1
630949,65.3
630950,74.7
630951,67.2
630952,73.0
630953,85.7
630954,54.1
630955,25.6
630956,68.1
630957,22.7
630958,73.0
630959,82.5
630960,53.7
630961,66.2
630962,58.0
630963,73.0
630964,75.8
630965,47.4
630966,38.4
630967,62.2
630968,50.0
630969,76.7
630970,77.4
630971,58.3
630972,92.0
630973,58.6
630974,47.8
630975,65.9
630976,43.2
630977,77.8
630978,35.4
630979,76.1
630980,83.3
630981,74.1
630982,66.6
630983,52.5
630984,61.4
630985,63.8
630986,59.1
630987,69.5
630988,66.5
630989,61.1
630990,38.2
630991,83.3
630992,29.7
630993,43.4
630994,60.0
630995,81.1
630996,26.3
630997,82.7
630998,73.5
630999,81.0
631000,59.3
631001,62.7
631002,64.8
631003,58.3
631004,73.3
631005,56.1
631006,90.4
631007,48.1
631008,51.0
631009,84.2
631010,80.5
631011,44.1
631012,76.5
631013,77.0
631014,50.2
631015,98.6
631016,53.3
631017,52.4
631018,59.1
631019,49.0
631020,47.3
631021,44.1
631022,50.3
631023,82.9
631024,47.9
631025,50.2
631026,62.9
631027,44.0
631028,48.9
631029,92.7
631030,80.4
631031,60.0
631032,36.2
631033,63.8
631034,65.0
631035,66.0
631036,48.7
631037,55.9
631038,61.5
631039,67.9
631040,77.0
631041,42.4
631042,46.4
631043,65.2
631044,72.6
631045,84.0
631046,65.2
631047,44.4
631048,65.6
631049,92.2
631050,82.6
631051,74.3
631052,46.6
631053,57.1
631054,43.6
631055,83.4
631056,36.7
631057,67.5
631058,80.3
631059,60.4
631060,44.0
631061,78.2
631062,66.1
631063,91.3
631064,65.6
631065,78.0
631066,68.4
631067,39.5
631068,73.7
631069,32.8
631070,51.3
631071,36.7
631072,57.8
631073,79.2
631074,29.2
631075,43.5
631076,80.6
631077,72.4
631078,81.2
631079,66.1
631080,57.2
631081,41.4
631082,73.7
631083,64.8
631084,63.4
631085,88.6
631086,47.0
631087,73.2
631088,44.9
631089,38.7
631090,67.1
631091,39.6
631092,48.1
631093,55.2
631094,55.7
631095,82.5
631096,44.6
631097,66.5
631098,31.3
631099,59.3
631100,60.2
631101,37.2
631102,53.2
631103,78.2
631104,54.8
631105,63.9
631106,50.3
631107,41.3
631108,48.3
631109,77.9
631110,61.1
631111,50.4
631112,77.5
631113,95.3
631114,45.2
631115,55.1
631116,90.5
631117,33.5
631118,59.7
631119,68.3
631120,61.6
631121,38.6
631122,97.1
631123,77.5
631124,37.9
631125,37.9
631126,46.9
631127,61.6
631128,41.1
631129,62.0
631130,45.8
631131,67.9
631132,84.5
631133,55.3
631134,22.7
631135,69.5
631136,77.6
631137,64.4
631138,48.1
631139,73.2
631140,51.4
631141,68.8
631142,70.7
631143,47.6
631144,75.2
631145,91.4
631146,72.3
631147,45.0
631148,78.9
631149,37.7
631150,47.2
631151,59.8
631152,64.4
631153,38.4
631154,71.6
631155,78.1
631156,69.1
631157,83.1
631158,35.0
631159,66.5
631160,69.5
631161,54.8
631162,61.4
631163,63.4
631164,59.7
631165,87.6
631166,36.1
631167,47.1
631168,77.5
631169,86.3
631170,58.5
631171,82.3
631172,69.8
631173,69.7
631174,36.3
631175,77.9
631176,64.7
631177,55.3
631178,79.5
631179,74.0
631180,53.7
631181,53.4
631182,83.9
631183,53.0
631184,45.8
631185,61.7
631186,65.2
631187,53.4
631188,73.7
631189,71.4
631190,91.6
631191,46.1
631192,82.9
631193,41.5
631194,44.5
631195,59.0
631196,57.1
631197,76.8
631198,82.0
631199,31.9
631200,47.8
631201,60.8
631202,42.2
631203,40.8
631204,65.7
631205,65.9
631206,96.0
631207,34.3
631208,50.9
631209,71.7
631210,86.4
631211,32.0
631212,75.0
631213,67.4
631214,68.1
631215,63.9
631216,55.3
631217,78.2
631218,81.9
631219,79.1
631220,38.4
631221,56.3
631222,36.8
631223,62.1
631224,41.7
631225,76.5
631226,44.8
631227,43.8
631228,51.9
631229,66.8
631230,35.1
631231,22.6
631232,72.6
631233,48.7
631234,69.2
631235,51.7
631236,64.1
631237,34.2
631238,32.0
631239,43.1
631240,47.9
631241,36.6
631242,72.0
631243,77.5
631244,58.6
631245,46.3
631246,64.2
631247,62.9
631248,35.6
631249,60.2
631250,74.5
631251,55.2
631252,66.8
631253,64.2
631254,59.9
631255,44.3
631256,67.9
631257,71.1
631258,46.6
631259,82.3
631260,43.6
631261,45.6
631262,79.8
631263,88.0
631264,41.7
631265,49.9
631266,37.1
631267,54.1
631268,71.4
631269,58.9
631270,58.5
631271,88.5
631272,29.9
631273,80.6
631274,26.0
631275,55.8
631276,84.2
631277,70.2
631278,69.1
631279,43.7
631280,54.7
631281,48.9
631282,68.4
631283,68.0
631284,60.6
631285,45.6
631286,35.9
631287,85.6
631288,92.6
631289,86.6
631290,84.1
631291,57.6
631292,72.7
631293,74.5
631294,60.8
631295,52.0
631296,62.5
631297,46.8
631298,76.9
631299,41.3
631300,48.7
631301,60.9
631302,60.8
631303,51.8
631304,53.0
631305,71.2
631306,51.0
631307,46.8
631308,32.5
631309,40.0
631310,54.9
631311,69.7
631312,72.3
631313,29.4
631314,19.9
631315,44.3
631316,65.5
631317,56.5
631318,87.4
631319,72.9
631320,69.3
631321,64.7
631322,69.7
631323,53.9
631324,56.9
631325,59.5
631326,49.0
631327,76.7
631328,82.0
631329,50.4
631330,59.5
631331,30.1
631332,45.6
631333,55.6
631334,68.7
631335,69.6
631336,73.3
631337,91.6
631338,86.9
631339,87.5
631340,69.8
631341,56.4
631342,63.6
631343,99.0
631344,42.0
631345,82.1
631346,63.8
631347,73.9
631348,37.7
631349,44.1
631350,86.6
631351,54.9
631352,89.8
631353,49.8
631354,70.3
631355,68.1
631356,76.6
631357,42.6
631358,56.1
631359,39.8
631360,89.5
631361,26.5
631362,85.8
631363,70.0
631364,53.4
631365,41.6
631366,64.0
631367,51.7
631368,77.9
631369,93.8
631370,54.7
631371,45.6
631372,58.2
631373,53.9
631374,45.1
631375,52.2
631376,63.1
631377,46.1
631378,80.3
631379,72.5
631380,49.3
631381,44.5
631382,67.5
631383,59.5
631384,53.0
631385,44.8
631386,43.7
631387,52.5
631388,63.3
631389,55.7
631390,45.4
631391,53.8
631392,65.6
631393,91.8
631394,40.1
631395,51.4
631396,67.6
631397,85.4
631398,52.2
631399,68.0
631400,42.5
631401,70.1
631402,53.2
631403,72.0
631404,47.2
631405,55.2
631406,62.0
631407,39.0
631408,54.0
631409,45.8
631410,64.3
631411,38.2
631412,67.8
631413,43.4
631414,51.3
631415,50.0
631416,63.0
631417,68.9
631418,51.3
631419,44.5
631420,52.1
631421,82.3
631422,81.4
631423,52.7
631424,77.1
631425,56.1
631426,70.8
631427,81.2
631428,53.6
631429,40.7
631430,59.4
631431,32.2
631432,58.0
631433,88.3
631434,59.7
631435,40.1
631436,71.2
631437,28.5
631438,74.9
631439,43.5
631440,59.7
631441,66.5
631442,60.4
631443,66.7
631444,56.7
631445,59.3
631446,99.6
631447,24.9
631448,47.7
631449,74.8
631450,54.7
631451,47.8
631452,64.8
631453,58.5
631454,57.1
631455,82.9
631456,72.5
631457,51.7
631458,69.7
631459,70.4
631460,43.5
631461,65.2
631462,62.9
631463,43.4
631464,63.6
631465,83.0
631466,58.4
631467,67.4
631468,80.1
631469,60.1
631470,56.3
631471,68.4
631472,75.6
631473,70.1
631474,91.4
631475,63.0
631476,97.0
631477,78.0
631478,42.7
631479,38.8
631480,75.5
631481,49.0
631482,60.4
631483,64.1
631484,44.7
631485,39.8
631486,56.4
631487,56.3
631488,47.6
631489,38.9
631490,68.3
631491,66.4
631492,48.8
631493,77.6
631494,58.1
631495,72.3
631496,45.4
631497,50.8
631498,76.2
631499,41.4
631500,57.8
631501,94.3
631502,46.5
631503,90.8
631504,50.2
631505,78.2
631506,74.9
631507,95.3
631508,69.1
631509,77.3
631510,57.6
631511,78.9
631512,44.6
631513,35.5
631514,70.3
631515,33.1
631516,56.3
631517,86.9
631518,90.0
631519,41.3
631520,54.0
631521,61.0
631522,57.6
631523,43.1
631524,47.0
631525,48.0
631526,53.3
631527,79.5
631528,97.0
631529,66.8
631530,40.0
631531,24.8
631532,94.2
631533,78.5
631534,74.1
631535,73.7
631536,96.0
631537,64.4
631538,63.9
631539,56.5
631540,62.6
631541,41.3
631542,58.0
631543,31.0
631544,46.1
631545,59.5
631546,64.4
631547,87.6
631548,47.6
631549,89.0
631550,42.3
631551,78.5
631552,89.3
631553,89.7
631554,53.8
631555,85.4
631556,86.1
631557,81.4
631558,36.8
631559,58.9
631560,77.2
631561,78.4
631562,93.8
631563,60.0
631564,84.9
631565,65.9
631566,72.3
631567,51.0
631568,43.9
631569,37.9
631570,65.7
631571,74.3
631572,39.6
631573,72.7
631574,45.3
631575,66.7
631576,79.4
631577,80.0
631578,38.7
631579,52.2
631580,60.2
631581,88.6
631582,53.6
631583,55.0
631584,72.3
631585,65.2
631586,75.6
631587,94.2
631588,74.7
631589,45.8
631590,54.0
631591,48.3
631592,78.4
631593,52.6
631594,44.0
631595,80.9
631596,46.5
631597,71.4
631598,66.6
631599,65.1
631600,77.5
631601,65.4
631602,89.1
631603,71.5
631604,24.1
631605,50.7
631606,55.4
631607,52.1
631608,40.6
631609,26.7
631610,76.6
631611,70.6
631612,67.7
631613,74.9
631614,80.1
631615,83.3
631616,46.5
631617,55.7
631618,91.6
631619,53.2
631620,39.0
631621,72.7
631622,44.2
631623,78.1
631624,48.9
631625,32.3
631626,78.5
631627,86.6
631628,74.1
631629,75.6
631630,58.7
631631,58.2
631632,55.9
631633,71.9
631634,25.7
631635,53.2
631636,66.7
631637,57.6
631638,57.1
631639,50.2
631640,65.2
631641,77.2
631642,43.7
631643,71.3
631644,59.5
631645,44.0
631646,73.6
631647,56.3
631648,73.2
631649,42.4
631650,38.4
631651,76.6
631652,83.6
631653,66.9
631654,28.4
631655,48.5
631656,75.8
631657,45.7
631658,62.4
631659,61.5
631660,88.0
631661,53.1
631662,31.2
631663,43.5
631664,63.0
631665,56.6
631666,82.8
631667,45.2
631668,29.1
631669,73.5
631670,74.0
631671,73.7
631672,72.8
631673,86.0
631674,37.2
631675,47.5
631676,84.7
631677,83.8
631678,53.7
631679,78.8
631680,74.3
631681,70.9
631682,46.9
631683,51.3
631684,80.5
631685,39.0
631686,55.9
631687,81.5
631688,71.8
631689,56.3
631690,88.6
631691,92.9
631692,80.8
631693,43.1
631694,67.0
631695,60.0
631696,47.7
631697,80.0
631698,72.8
631699,64.1
631700,77.4
631701,49.5
631702,65.6
631703,52.6
631704,63.4
631705,92.5
631706,85.2
631707,32.9
631708,59.4
631709,43.2
631710,79.2
631711,59.2
631712,53.9
631713,52.8
631714,69.2
631715,84.8
631716,61.9
631717,40.8
631718,23.1
631719,74.8
631720,31.7
631721,83.1
631722,85.2
631723,66.6
631724,83.1
631725,43.2
631726,73.9
631727,48.8
631728,48.0
631729,60.6
631730,54.5
631731,80.3
631732,62.8
631733,58.4
631734,68.3
631735,35.0
631736,76.4
631737,59.1
631738,37.8
631739,64.4
631740,36.8
631741,71.4
631742,43.4
631743,60.3
631744,54.2
631745,49.8
631746,49.2
631747,77.2
631748,52.8
631749,83.0
631750,93.4
631751,77.8
631752,70.5
631753,70.9
631754,65.8
631755,37.2
631756,48.4
631757,51.1
631758,34.7
631759,41.6
631760,69.7
631761,66.8
631762,98.6
631763,31.4
631764,45.4
631765,75.4
631766,57.2
631767,40.7
631768,77.8
631769,71.1
631770,30.1
631771,62.2
631772,55.6
631773,71.2
631774,44.1
631775,38.9
631776,74.2
631777,81.5
631778,48.2
631779,57.7
631780,58.9
631781,66.0
631782,84.8
631783,74.6
631784,79.4
631785,71.0
631786,74.0
631787,96.1
631788,55.0
631789,61.8
631790,97.2
631791,86.9
631792,63.7
631793,70.7
631794,57.8
631795,74.7
631796,82.4
631797,45.8
631798,40.0
631799,40.5
631800,95.7
631801,83.6
631802,50.7
631803,75.0
631804,49.8
631805,58.2
631806,67.8
631807,61.4
631808,46.1
631809,46.1
631810,60.5
631811,59.8
631812,80.1
631813,63.8
631814,80.5
631815,43.8
631816,45.8
631817,90.2
631818,99.9
631819,69.5
631820,33.1
631821,62.3
631822,75.6
631823,60.9
631824,63.9
631825,75.9
631826,70.2
631827,91.3
631828,78.1
631829,63.6
631830,43.0
631831,47.8
631832,34.8
631833,46.2
631834,56.3
631835,45.5
631836,52.2
631837,52.5
631838,74.4
631839,71.8
631840,74.2
631841,65.5
631842,72.5
631843,67.5
631844,83.4
631845,84.3
631846,77.6
631847,71.5
631848,63.9
631849,75.2
631850,51.4
631851,47.0
631852,31.4
631853,91.7
631854,42.7
631855,75.4
631856,62.3
631857,64.0
631858,53.0
631859,93.3
631860,49.9
631861,60.2
631862,37.6
631863,40.1
631864,73.3
631865,72.5
631866,64.0
631867,61.9
631868,75.2
631869,44.1
631870,86.4
631871,40.5
631872,66.9
631873,63.6
631874,28.1
631875,62.4
631876,54.6
631877,48.5
631878,38.1
631879,74.3
631880,36.8
631881,41.0
631882,65.7
631883,68.0
631884,52.0
631885,51.5
631886,53.8
631887,70.7
631888,59.8
631889,59.2
631890,56.1
631891,41.8
631892,78.0
631893,54.0
631894,67.3
631895,66.1
631896,61.7
631897,65.7
631898,45.5
631899,27.5
631900,44.9
631901,43.7
631902,52.4
631903,64.1
631904,48.2
631905,86.9
631906,64.3
631907,69.7
631908,74.6
631909,45.0
631910,59.1
631911,81.7
631912,63.8
631913,65.4
631914,68.2
631915,69.5
631916,75.4
631917,43.8
631918,62.4
631919,62.1
631920,49.7
631921,49.7
631922,95.2
631923,54.0
631924,80.6
631925,85.7
631926,102.0
631927,59.6
631928,48.8
631929,43.0
631930,42.7
631931,50.0
631932,45.3
631933,46.0
631934,80.0
631935,44.3
631936,43.2
631937,56.6
631938,87.4
631939,56.9
631940,82.2
631941,64.1
631942,43.0
631943,82.1
631944,81.9
631945,70.6
631946,78.3
631947,52.4
631948,69.0
631949,34.6
631950,53.1
631951,61.2
631952,58.9
631953,66.9
631954,81.5
631955,51.0
631956,69.9
631957,73.7
631958,83.0
631959,37.6
631960,49.7
631961,84.0
631962,82.9
631963,82.2
631964,42.0
631965,31.2
631966,51.2
631967,52.6
631968,79.8
631969,61.6
631970,64.3
631971,45.4
631972,64.1
631973,69.7
631974,49.6
631975,72.9
631976,49.2
631977,74.7
631978,66.8
631979,82.4
631980,72.4
631981,67.4
631982,84.8
631983,48.1
631984,52.3
631985,66.9
631986,29.6
631987,67.5
631988,59.0
631989,55.2
631990,95.5
631991,73.0
631992,84.0
631993,45.2
631994,76.8
631995,46.3
631996,70.2
631997,72.8
