id,exam_score
630171,57.0
630172,47.6
630173,70.1
630174,47.9
630175,88.6
630176,85.4
630177,69.1
630178,76.7
630179,22.3
630180,49.4
630181,47.2
630182,58.7
630183,65.6
630184,39.8
630185,67.3
630186,84.1
630187,48.9
630188,71.6
630189,65.1
630190,37.9
630191,58.4
630192,82.2
630193,89.7
630194,41.3
630195,61.9
630196,75.5
630197,41.4
630198,85.7
630199,89.9
630200,47.9
630201,53.1
630202,58.3
630203,43.9
630204,55.1
630205,71.2
630206,64.2
630207,82.5
630208,70.0
630209,46.5
630210,52.1
630211,70.5
630212,78.3
630213,82.0
630214,53.7
630215,44.2
630216,87.4
630217,51.4
630218,72.3
630219,52.4
630220,66.5
630221,66.3
630222,31.5
630223,55.4
630224,76.6
630225,67.8
630226,47.6
630227,83.6
630228,38.8
630229,60.3
630230,58.4
630231,57.4
630232,85.5
630233,39.1
630234,82.1
630235,46.7
630236,61.6
630237,91.5
630238,55.3
630239,46.6
630240,60.6
630241,43.9
630242,79.0
630243,63.8
630244,65.1
630245,90.2
630246,45.2
630247,62.0
630248,79.3
630249,34.3
630250,43.3
630251,45.0
630252,71.9
630253,68.7
630254,60.9
630255,79.3
630256,72.1
630257,60.3
630258,73.3
630259,70.5
630260,54.7
630261,66.0
630262,40.1
630263,37.2
630264,67.3
630265,67.4
630266,82.3
630267,86.1
630268,94.2
630269,64.0
630270,32.0
630271,72.3
630272,39.3
630273,60.0
630274,51.1
630275,43.3
630276,46.1
630277,88.8
630278,65.3
630279,50.0
630280,81.6
630281,67.0
630282,38.9
630283,39.2
630284,49.7
630285,53.8
630286,52.0
630287,65.3
630288,80.2
630289,38.5
630290,69.1
630291,30.2
630292,54.0
630293,75.9
630294,88.5
630295,33.7
630296,66.6
630297,57.9
630298,52.3
630299,37.0
630300,58.6
630301,88.3
630302,41.9
630303,90.6
630304,66.3
630305,81.4
630306,84.7
630307,56.1
630308,50.9
630309,83.6
630310,48.7
630311,51.9
630312,46.1
630313,91.4
630314,64.1
630315,93.1
630316,31.0
630317,72.9
630318,89.3
630319,55.3
630320,66.7
630321,40.2
630322,72.0
630323,69.3
630324,62.4
630325,74.3
630326,78.2
630327,75.3
630328,68.9
630329,70.3
630330,45.8
630331,61.0
630332,59.3
630333,39.1
630334,60.6
630335,46.7
630336,44.0
630337,53.4
630338,45.7
630339,85.7
630340,35.1
630341,63.4
630342,78.4
630343,63.5
630344,88.5
630345,26.1
630346,42.0
630347,68.2
630348,71.7
630349,68.4
630350,61.6
630351,55.9
630352,75.3
630353,71.0
630354,55.0
630355,44.8
630356,61.4
630357,58.4
630358,65.9
630359,56.7
630360,74.6
630361,46.5
630362,70.8
630363,90.6
630364,69.3
630365,70.2
630366,60.7
630367,75.7
630368,47.0
630369,72.9
630370,52.2
630371,59.1
630372,62.0
630373,50.0
630374,80.1
630375,44.0
630376,47.7
630377,72.4
630378,57.3
630379,53.0
630380,64.9
630381,53.2
630382,85.5
630383,31.6
630384,69.6
630385,84.1
630386,85.9
630387,83.9
630388,38.3
630389,66.2
630390,67.9
630391,82.2
630392,41.2
630393,49.7
630394,63.5
630395,44.2
630396,54.4
630397,87.5
630398,74.3
630399,59.3
630400,67.3
630401,46.3
630402,34.8
630403,40.4
630404,81.6
630405,42.4
630406,65.1
630407,75.2
630408,87.1
630409,52.2
630410,57.5
630411,70.4
630412,83.7
630413,76.0
630414,47.5
630415,56.0
630416,72.8
630417,55.6
630418,61.9
630419,46.3
630420,69.0
630421,77.2
630422,51.7
630423,30.7
630424,49.5
630425,53.0
630426,61.4
630427,58.0
630428,80.9
630429,80.2
630430,58.2
630431,62.9
630432,53.9
630433,69.7
630434,69.0
630435,34.9
630436,56.7
630437,74.4
630438,44.5
630439,55.4
630440,70.8
630441,54.7
630442,47.3
630443,60.1
630444,60.8
630445,71.5
630446,62.7
630447,78.4
630448,78.3
630449,41.2
630450,94.7
630451,73.9
630452,47.6
630453,54.8
630454,54.2
630455,83.5
630456,42.3
630457,67.5
630458,44.0
630459,70.2
630460,44.5
630461,56.8
630462,45.0
630463,58.4
630464,42.7
630465,43.9
630466,57.9
630467,50.5
630468,67.6
630469,68.3
630470,36.0
630471,49.0
630472,83.6
630473,97.2
630474,68.1
630475,68.3
630476,76.4
630477,40.4
630478,72.1
630479,75.2
630480,52.3
630481,58.5
630482,68.1
630483,35.5
630484,60.4
630485,62.3
630486,84.4
630487,68.4
630488,49.0
630489,60.6
630490,72.7
630491,87.1
630492,85.9
630493,53.4
630494,39.4
630495,48.0
630496,40.8
630497,43.7
630498,86.7
630499,66.6
630500,63.9
630501,88.1
630502,78.2
630503,26.0
630504,42.3
630505,73.5
630506,56.9
630507,66.2
630508,62.8
630509,105.9
630510,33.9
630511,40.3
630512,89.6
630513,83.5
630514,56.2
630515,62.0
630516,61.9
630517,56.9
630518,49.5
630519,48.2
630520,48.6
630521,66.0
630522,77.9
630523,81.7
630524,78.8
630525,65.3
630526,41.5
630527,43.2
630528,67.7
630529,86.4
630530,45.8
630531,56.8
630532,70.2
630533,45.8
630534,71.2
630535,52.5
630536,72.2
630537,77.7
630538,45.5
630539,56.2
630540,53.9
630541,69.5
630542,84.0
630543,71.7
630544,75.3
630545,71.9
630546,72.0
630547,66.6
630548,64.0
630549,56.0
630550,34.2
630551,45.1
630552,54.7
630553,70.9
630554,60.4
630555,64.1
630556,36.3
630557,31.6
630558,41.6
630559,55.7
630560,59.3
630561,75.3
630562,47.6
630563,57.1
630564,67.2
630565,82.9
630566,41.3
630567,51.1
630568,55.7
630569,52.1
630570,85.2
630571,72.0
630572,50.2
630573,51.9
630574,79.1
630575,89.4
630576,74.5
630577,56.7
630578,64.7
630579,66.6
630580,67.7
630581,57.9
630582,55.0
630583,48.5
630584,33.7
630585,61.0
630586,59.2
630587,74.7
630588,70.2
630589,44.4
630590,54.7
630591,67.1
630592,60.3
630593,49.3
630594,71.1
630595,48.8
630596,80.7
630597,58.2
630598,84.0
630599,57.9
630600,63.5
630601,36.7
630602,60.1
630603,42.7
630604,69.0
630605,70.2
630606,97.8
630607,84.9
630608,27.2
630609,46.8
630610,67.0
630611,39.9
630612,72.0
630613,51.6
630614,66.9
630615,72.2
630616,60.2
630617,65.0
630618,39.5
630619,92.3
630620,67.8
630621,56.9
630622,67.0
630623,55.9
630624,66.1
630625,69.5
630626,57.9
630627,55.7
630628,84.6
630629,41.5
630630,45.6
630631,40.7
630632,71.1
630633,78.7
630634,68.2
630635,70.3
630636,52.7
630637,64.3
630638,47.8
630639,54.5
630640,67.1
630641,52.2
630642,39.0
630643,87.6
630644,45.7
630645,81.8
630646,64.6
630647,74.4
630648,77.6
630649,74.4
630650,69.5
630651,84.0
630652,66.0
630653,80.1
630654,72.9
630655,39.6
630656,53.5
630657,70.9
630658,43.6
630659,70.1
630660,35.8
630661,56.5
630662,56.4
630663,36.7
630664,84.6
630665,42.5
630666,65.8
630667,67.6
630668,69.1
630669,67.4
630670,84.6
630671,76.3
630672,64.7
630673,38.3
630674,53.8
630675,55.3
630676,71.9
630677,83.9
630678,80.1
630679,47.2
630680,85.2
630681,43.2
630682,75.3
630683,52.3
630684,42.7
630685,69.3
630686,82.7
630687,77.8
630688,42.1
630689,39.7
630690,89.4
630691,53.3
630692,45.4
630693,60.3
630694,53.2
630695,78.8
630696,55.6
630697,45.1
630698,64.9
630699,77.0
630700,81.7
630701,87.6
630702,81.4
630703,45.0
630704,80.2
630705,43.6
630706,82.6
630707,42.2
630708,54.4
630709,82.8
630710,90.5
630711,75.4
630712,37.4
630713,65.4
630714,52.8
630715,88.5
630716,69.3
630717,60.6
630718,79.9
630719,44.9
630720,86.5
630721,43.8
630722,75.5
630723,39.8
630724,43.1
630725,76.7
630726,55.8
630727,50.0
630728,46.1
630729,39.6
630730,71.9
630731,85.6
630732,44.8
630733,68.9
630734,92.2
630735,68.7
630736,85.0
630737,80.6
630738,87.7
630739,83.0
630740,37.6
630741,62.2
630742,79.0
630743,56.2
630744,75.3
630745,54.6
630746,72.7
630747,68.0
630748,32.0
630749,62.2
630750,78.3
630751,49.9
630752,66.2
630753,64.9
630754,40.0
630755,84.8
630756,62.6
630757,38.5
630758,66.0
630759,56.4
630760,81.4
630761,39.7
630762,40.3
630763,81.0
630764,64.8
630765,47.7
630766,57.0
630767,36.5
630768,95.7
630769,44.4
630770,66.1
630771,52.6
630772,34.2
630773,85.2
630774,54.3
630775,65.7
630776,68.1
630777,79.3
630778,80.4
630779,87.1
630780,67.9
630781,85.7
630782,75.9
630783,57.7
630784,84.4
630785,77.9
630786,72.6
630787,72.0
630788,74.7
630789,60.0
630790,41.9
630791,62.9
630792,64.3
630793,95.8
630794,49.2
630795,67.0
630796,51.3
630797,37.9
630798,67.4
630799,48.5
630800,33.2
630801,34.4
630802,38.8
630803,73.5
630804,86.5
630805,48.5
630806,38.8
630807,49.5
630808,46.0
630809,44.2
630810,33.7
630811,81.4
630812,51.7
630813,61.2
630814,49.0
630815,58.3
630816,81.1
630817,62.1
630818,78.5
630819,53.8
630820,78.8
630821,74.2
630822,52.3
630823,62.8
630824,38.6
630825,69.8
630826,87.4
630827,50.1
630828,28.3
630829,90.3
630830,51.5
630831,66.8
630832,73.3
630833,68.6
630834,75.4
630835,88.1
630836,44.0
630837,75.2
630838,57.5
630839,74.4
630840,67.2
630841,63.0
630842,45.1
630843,57.2
630844,48.9
630845,52.8
630846,61.2
630847,54.2
630848,43.1
630849,69.0
630850,85.3
630851,73.9
630852,88.4
630853,77.3
630854,73.4
630855,88.8
630856,78.7
630857,63.6
630858,81.8
630859,79.7
630860,80.6
630861,91.8
630862,76.7
630863,63.8
630864,84.1
630865,76.4
630866,61.3
630867,70.5
630868,69.0
630869,68.6
630870,59.7
630871,52.8
630872,53.4
630873,51.8
630874,41.0
630875,82.1
630876,42.9
630877,67.6
630878,53.1
630879,47.6
630880,58.7
630881,42.2
630882,68.8
630883,88.2
630884,47.5
630885,54.7
630886,45.4
630887,57.4
630888,65.1
630889,67.7
630890,91.7
630891,77.8
630892,27.5
630893,50.0
630894,78.9
630895,53.5
630896,70.3
630897,63.1
630898,30.6
630899,29.4
630900,37.2
630901,69.0
630902,37.1
630903,57.5
630904,67.9
630905,60.6
630906,42.9
630907,48.7
630908,32.4
630909,95.5
630910,59.8
630911,40.8
630912,50.7
630913,74.3
630914,93.4
630915,55.4
630916,24.6
630917,41.3
630918,50.9
630919,78.2
630920,82.7
630921,86.8
630922,63.0
630923,49.3
630924,82.6
630925,56.2
630926,58.3
630927,53.8
630928,78.5
630929,90.3
630930,101.3
630931,66.1
630932,84.7
630933,43.7
630934,74.8
630935,75.7
630936,61.5
630937,83.1
630938,44.2
630939,80.2
630940,80.6
630941,46.9
630942,46.6
630943,59.1
630944,39.5
630945,44.3
630946,45.7
630947,35.4
630948,41.2
630949,61.2
630950,75.0
630951,71.3
630952,76.8
630953,85.7
630954,50.9
630955,28.1
630956,71.2
630957,26.4
630958,67.8
630959,78.8
630960,57.0
630961,66.3
630962,54.0
630963,71.5
630964,79.2
630965,51.3
630966,42.0
630967,63.2
630968,46.2
630969,74.9
630970,73.6
630971,61.6
630972,89.3
630973,55.2
630974,44.6
630975,62.2
630976,46.3
630977,77.8
630978,41.6
630979,72.3
630980,87.1
630981,74.0
630982,62.5
630983,52.9
630984,56.6
630985,59.4
630986,62.2
630987,69.0
630988,65.4
630989,61.5
630990,37.6
630991,86.9
630992,32.3
630993,40.9
630994,60.3
630995,85.1
630996,27.1
630997,83.0
630998,78.2
630999,81.2
631000,60.3
631001,62.8
631002,68.1
631003,53.7
631004,69.5
631005,56.4
631006,91.5
631007,45.7
631008,55.3
631009,80.0
631010,76.5
631011,45.6
631012,76.1
631013,81.1
631014,54.7
631015,100.0
631016,54.1
631017,57.1
631018,63.3
631019,50.0
631020,51.8
631021,48.5
631022,47.0
631023,86.7
631024,51.5
631025,53.7
631026,65.8
631027,39.7
631028,45.4
631029,93.2
631030,83.9
631031,55.6
631032,35.2
631033,63.6
631034,69.6
631035,61.7
631036,52.1
631037,56.6
631038,62.5
631039,71.2
631040,70.6
631041,45.5
631042,50.6
631043,64.0
631044,76.7
631045,84.7
631046,67.4
631047,44.8
631048,62.2
631049,89.4
631050,81.3
631051,70.0
631052,43.6
631053,60.9
631054,42.7
631055,79.5
631056,36.1
631057,71.8
631058,84.1
631059,56.8
631060,40.9
631061,82.2
631062,62.1
631063,88.1
631064,65.3
631065,78.5
631066,65.8
631067,42.7
631068,74.5
631069,38.3
631070,55.7
631071,43.0
631072,58.5
631073,81.9
631074,35.3
631075,46.3
631076,78.6
631077,76.5
631078,76.4
631079,69.7
631080,53.3
631081,37.7
631082,73.2
631083,66.8
631084,67.8
631085,89.6
631086,46.6
631087,78.0
631088,42.0
631089,41.6
631090,70.5
631091,43.9
631092,45.5
631093,53.1
631094,55.8
631095,78.6
631096,48.4
631097,70.0
631098,29.4
631099,55.9
631100,59.8
631101,34.2
631102,50.6
631103,81.9
631104,55.2
631105,64.6
631106,46.9
631107,36.9
631108,47.5
631109,73.2
631110,57.1
631111,47.4
631112,81.1
631113,96.0
631114,45.0
631115,59.3
631116,86.5
631117,37.7
631118,62.2
631119,64.4
631120,62.0
631121,42.4
631122,92.6
631123,82.7
631124,39.1
631125,33.6
631126,47.7
631127,58.0
631128,45.7
631129,62.3
631130,46.5
631131,66.8
631132,84.1
631133,60.1
631134,20.6
631135,70.0
631136,72.8
631137,60.7
631138,49.2
631139,73.1
631140,49.0
631141,68.8
631142,65.9
631143,51.2
631144,71.0
631145,92.8
631146,76.2
631147,42.4
631148,77.7
631149,41.1
631150,48.7
631151,62.3
631152,61.2
631153,36.5
631154,67.9
631155,75.1
631156,68.6
631157,84.0
631158,39.6
631159,65.7
631160,64.9
631161,49.5
631162,57.0
631163,59.0
631164,62.8
631165,83.7
631166,33.2
631167,51.2
631168,78.3
631169,86.0
631170,57.7
631171,80.1
631172,66.8
631173,66.6
631174,34.0
631175,77.2
631176,64.2
631177,57.2
631178,75.9
631179,70.7
631180,56.9
631181,55.3
631182,79.6
631183,49.1
631184,43.8
631185,62.1
631186,67.8
631187,54.5
631188,78.0
631189,67.8
631190,87.3
631191,43.6
631192,83.8
631193,44.3
631194,47.2
631195,63.0
631196,61.1
631197,77.8
631198,88.3
631199,36.5
631200,54.1
631201,56.7
631202,45.2
631203,44.9
631204,66.0
631205,61.2
631206,96.4
631207,35.0
631208,48.2
631209,72.5
631210,85.6
631211,37.3
631212,75.3
631213,63.1
631214,65.1
631215,67.6
631216,55.8
631217,78.5
631218,81.6
631219,80.5
631220,41.5
631221,54.7
631222,40.0
631223,65.3
631224,38.9
631225,76.8
631226,45.0
631227,43.8
631228,55.6
631229,61.7
631230,36.1
631231,26.9
631232,76.9
631233,49.0
631234,68.9
631235,52.2
631236,67.4
631237,37.9
631238,34.6
631239,42.2
631240,44.1
631241,35.4
631242,72.7
631243,74.1
631244,54.8
631245,49.3
631246,60.9
631247,66.0
631248,32.5
631249,56.9
631250,78.5
631251,55.7
631252,69.6
631253,64.9
631254,63.9
631255,49.4
631256,67.8
631257,66.7
631258,51.7
631259,85.0
631260,47.8
631261,45.1
631262,76.9
631263,92.0
631264,42.6
631265,51.3
631266,38.2
631267,54.3
631268,75.4
631269,58.3
631270,61.5
631271,92.6
631272,34.5
631273,77.5
631274,27.8
631275,55.7
631276,84.8
631277,65.8
631278,65.1
631279,43.3
631280,51.5
631281,47.2
631282,64.3
631283,73.2
631284,64.0
631285,44.6
631286,37.5
631287,82.2
631288,95.3
631289,89.9
631290,81.3
631291,53.6
631292,73.2
631293,74.8
631294,61.0
631295,56.8
631296,63.3
631297,50.9
631298,75.9
631299,40.2
631300,46.1
631301,60.5
631302,61.3
631303,52.8
631304,53.4
631305,70.6
631306,47.9
631307,43.2
631308,35.5
631309,44.4
631310,55.7
631311,75.0
631312,75.4
631313,32.0
631314,20.8
631315,49.0
631316,61.4
631317,60.2
631318,86.8
631319,69.5
631320,68.6
631321,65.0
631322,65.9
631323,51.3
631324,52.3
631325,59.5
631326,49.7
631327,76.4
631328,82.0
631329,48.7
631330,60.5
631331,34.7
631332,50.2
631333,55.2
631334,64.5
631335,64.8
631336,69.8
631337,88.6
631338,88.2
631339,83.6
631340,65.4
631341,59.5
631342,67.6
631343,99.9
631344,42.2
631345,85.3
631346,59.1
631347,70.9
631348,36.7
631349,43.4
631350,82.5
631351,57.7
631352,94.4
631353,54.1
631354,71.4
631355,67.6
631356,73.6
631357,44.4
631358,52.6
631359,40.0
631360,86.8
631361,29.2
631362,81.2
631363,69.2
631364,53.5
631365,45.5
631366,64.0
631367,50.3
631368,72.6
631369,96.1
631370,52.0
631371,42.5
631372,53.9
631373,58.5
631374,47.0
631375,51.9
631376,63.1
631377,47.0
631378,85.9
631379,72.5
631380,47.8
631381,44.1
631382,67.9
631383,59.5
631384,49.8
631385,41.5
631386,39.5
631387,49.9
631388,59.6
631389,57.9
631390,46.7
631391,50.9
631392,68.2
631393,88.2
631394,43.2
631395,55.2
631396,70.8
631397,86.0
631398,53.0
631399,68.3
631400,46.9
631401,75.0
631402,50.2
631403,71.6
631404,48.2
631405,56.1
631406,57.7
631407,36.7
631408,50.0
631409,49.9
631410,67.6
631411,36.0
631412,67.5
631413,46.3
631414,52.0
631415,51.5
631416,59.4
631417,69.2
631418,55.8
631419,46.0
631420,49.8
631421,78.4
631422,85.5
631423,48.7
631424,76.9
631425,51.8
631426,75.0
631427,76.6
631428,50.7
631429,44.2
631430,55.7
631431,35.5
631432,55.4
631433,93.8
631434,62.2
631435,44.4
631436,71.1
631437,27.4
631438,77.4
631439,47.0
631440,63.7
631441,62.8
631442,60.6
631443,67.1
631444,59.8
631445,55.5
631446,105.4
631447,25.3
631448,47.1
631449,75.6
631450,51.2
631451,51.9
631452,65.0
631453,54.4
631454,52.7
631455,80.2
631456,76.3
631457,55.6
631458,69.3
631459,70.2
631460,47.1
631461,68.9
631462,65.7
631463,48.3
631464,67.4
631465,85.8
631466,62.6
631467,70.6
631468,84.8
631469,60.2
631470,60.0
631471,64.7
631472,72.3
631473,72.7
631474,92.9
631475,65.8
631476,103.8
631477,75.0
631478,44.1
631479,34.4
631480,70.6
631481,51.8
631482,63.7
631483,64.6
631484,41.8
631485,42.6
631486,58.8
631487,53.2
631488,51.2
631489,39.8
631490,72.6
631491,66.3
631492,52.4
631493,72.9
631494,58.4
631495,71.7
631496,41.7
631497,56.0
631498,76.1
631499,42.9
631500,62.0
631501,95.0
631502,42.4
631503,92.7
631504,46.9
631505,81.9
631506,72.4
631507,101.2
631508,68.7
631509,78.4
631510,60.5
631511,79.7
631512,48.5
631513,36.2
631514,70.4
631515,28.4
631516,59.7
631517,83.5
631518,89.3
631519,37.4
631520,54.7
631521,61.5
631522,58.5
631523,39.2
631524,51.0
631525,51.3
631526,53.6
631527,79.9
631528,97.0
631529,66.1
631530,40.5
631531,31.8
631532,100.1
631533,79.5
631534,70.3
631535,73.6
631536,95.8
631537,68.7
631538,63.7
631539,52.9
631540,58.3
631541,44.8
631542,56.7
631543,33.0
631544,52.1
631545,56.5
631546,64.3
631547,87.1
631548,51.7
631549,92.6
631550,37.4
631551,78.7
631552,88.3
631553,87.2
631554,50.5
631555,86.3
631556,82.3
631557,84.8
631558,35.6
631559,55.6
631560,78.4
631561,78.7
631562,92.4
631563,60.1
631564,82.9
631565,61.4
631566,73.3
631567,51.5
631568,40.4
631569,42.0
631570,61.9
631571,78.1
631572,36.5
631573,76.6
631574,45.3
631575,70.5
631576,83.1
631577,79.7
631578,42.9
631579,53.1
631580,60.3
631581,84.6
631582,50.7
631583,56.4
631584,76.4
631585,68.3
631586,72.8
631587,89.8
631588,79.7
631589,49.7
631590,50.1
631591,49.7
631592,74.6
631593,53.2
631594,44.9
631595,77.2
631596,50.1
631597,76.3
631598,69.6
631599,60.4
631600,77.4
631601,65.1
631602,87.4
631603,71.6
631604,26.5
631605,54.5
631606,58.4
631607,48.7
631608,40.2
631609,29.2
631610,79.9
631611,66.0
631612,67.4
631613,75.1
631614,84.3
631615,80.9
631616,44.2
631617,55.6
631618,95.3
631619,50.4
631620,41.3
631621,76.4
631622,44.5
631623,77.8
631624,52.3
631625,31.5
631626,75.9
631627,91.7
631628,77.9
631629,76.0
631630,58.6
631631,54.1
631632,52.6
631633,74.2
631634,28.7
631635,51.5
631636,70.6
631637,57.3
631638,61.3
631639,53.1
631640,69.1
631641,74.1
631642,40.2
631643,75.2
631644,56.9
631645,45.3
631646,77.4
631647,59.6
631648,70.9
631649,47.0
631650,43.3
631651,76.1
631652,86.9
631653,70.3
631654,34.5
631655,48.6
631656,75.3
631657,49.5
631658,65.6
631659,57.9
631660,88.2
631661,54.0
631662,37.6
631663,48.3
631664,66.8
631665,53.8
631666,83.3
631667,41.5
631668,24.4
631669,74.2
631670,77.6
631671,73.8
631672,73.2
631673,83.2
631674,41.8
631675,48.5
631676,85.8
631677,84.9
631678,53.8
631679,76.0
631680,77.7
631681,73.3
631682,47.5
631683,56.0
631684,76.4
631685,41.3
631686,55.6
631687,86.5
631688,71.4
631689,55.4
631690,84.7
631691,90.0
631692,78.1
631693,46.2
631694,62.8
631695,56.7
631696,48.0
631697,76.8
631698,76.6
631699,66.8
631700,80.0
631701,50.3
631702,62.1
631703,49.0
631704,64.5
631705,87.8
631706,81.7
631707,28.5
631708,60.3
631709,40.3
631710,75.4
631711,59.0
631712,57.8
631713,54.0
631714,64.9
631715,88.8
631716,57.1
631717,35.3
631718,27.9
631719,71.1
631720,30.5
631721,79.4
631722,85.4
631723,63.4
631724,87.1
631725,43.4
631726,69.5
631727,48.2
631728,52.0
631729,57.6
631730,54.8
631731,77.5
631732,60.1
631733,61.5
631734,65.3
631735,38.3
631736,73.2
631737,64.2
631738,36.1
631739,63.6
631740,41.5
631741,66.7
631742,44.1
631743,64.4
631744,50.2
631745,55.2
631746,50.2
631747,81.2
631748,50.5
631749,79.6
631750,90.2
631751,74.2
631752,66.6
631753,67.5
631754,61.0
631755,40.5
631756,48.5
631757,54.5
631758,37.4
631759,38.2
631760,67.7
631761,61.7
631762,105.3
631763,33.6
631764,41.2
631765,70.5
631766,57.6
631767,39.2
631768,74.1
631769,73.5
631770,31.5
631771,62.7
631772,56.8
631773,66.7
631774,38.7
631775,37.5
631776,77.4
631777,84.2
631778,49.6
631779,54.8
631780,54.8
631781,62.1
631782,84.6
631783,74.7
631784,83.9
631785,66.4
631786,74.2
631787,96.6
631788,57.8
631789,57.3
631790,102.2
631791,86.0
631792,59.4
631793,66.6
631794,58.2
631795,74.9
631796,81.9
631797,49.8
631798,41.4
631799,45.7
631800,97.2
631801,88.3
631802,51.2
631803,79.4
631804,46.9
631805,61.1
631806,63.8
631807,61.4
631808,44.2
631809,50.2
631810,64.3
631811,63.3
631812,77.6
631813,67.0
631814,80.4
631815,46.0
631816,46.4
631817,90.1
631818,101.5
631819,65.7
631820,34.3
631821,61.9
631822,78.6
631823,57.2
631824,67.2
631825,75.4
631826,67.3
631827,92.1
631828,74.7
631829,66.9
631830,46.4
631831,49.0
631832,34.7
631833,50.1
631834,59.3
631835,46.6
631836,50.1
631837,49.0
631838,70.8
631839,72.2
631840,74.6
631841,68.5
631842,75.1
631843,64.1
631844,83.1
631845,84.6
631846,78.7
631847,75.4
631848,66.2
631849,79.5
631850,51.3
631851,47.7
631852,36.2
631853,92.4
631854,43.3
631855,80.2
631856,64.5
631857,60.3
631858,54.7
631859,90.8
631860,50.5
631861,60.5
631862,34.8
631863,36.5
631864,74.0
631865,68.6
631866,65.1
631867,61.8
631868,78.7
631869,45.4
631870,91.0
631871,44.0
631872,62.9
631873,67.0
631874,32.3
631875,62.4
631876,52.3
631877,53.4
631878,36.6
631879,71.5
631880,40.8
631881,42.2
631882,65.0
631883,65.7
631884,52.6
631885,53.6
631886,57.2
631887,71.3
631888,60.2
631889,60.8
631890,59.3
631891,46.4
631892,79.5
631893,55.7
631894,62.7
631895,62.8
631896,56.7
631897,61.4
631898,42.5
631899,30.6
631900,44.8
631901,41.1
631902,49.4
631903,64.0
631904,43.6
631905,84.3
631906,60.3
631907,65.7
631908,78.9
631909,42.1
631910,54.3
631911,77.9
631912,64.0
631913,61.4
631914,67.6
631915,66.0
631916,79.3
631917,43.4
631918,62.9
631919,65.4
631920,45.0
631921,49.1
631922,94.1
631923,54.9
631924,75.9
631925,82.4
631926,105.4
631927,55.4
631928,52.6
631929,43.7
631930,39.5
631931,47.2
631932,49.4
631933,44.5
631934,79.5
631935,48.3
631936,46.9
631937,60.8
631938,87.6
631939,56.9
631940,79.3
631941,67.8
631942,39.4
631943,85.5
631944,77.0
631945,67.3
631946,79.6
631947,56.0
631948,68.2
631949,39.6
631950,54.7
631951,57.8
631952,59.4
631953,63.1
631954,80.7
631955,52.8
631956,72.7
631957,73.4
631958,87.3
631959,37.8
631960,50.2
631961,84.5
631962,83.7
631963,81.6
631964,45.9
631965,36.8
631966,54.9
631967,53.0
631968,80.8
631969,61.0
631970,59.6
631971,46.9
631972,59.8
631973,66.7
631974,49.5
631975,76.2
631976,46.1
631977,71.5
631978,66.9
631979,79.0
631980,69.5
631981,63.3
631982,81.3
631983,45.6
631984,56.0
631985,63.3
631986,28.1
631987,63.6
631988,59.4
631989,58.4
631990,97.6
631991,73.9
631992,82.4
631993,41.3
631994,80.3
631995,47.4
631996,73.8
631997,73.1
